{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0},
{0,5,8,5,5,5,5,8,8,8,8,5,8,5,5,5,8,5,8,8,8,8,5,8,5,5,5,5,5,5,8,5,5,0},
{0,5,8,5,5,5,5,8,5,5,5,5,8,5,5,5,8,5,8,5,5,5,5,8,5,5,5,5,5,8,8,5,5,0},
{0,5,8,5,5,5,5,8,8,8,8,5,8,8,5,8,8,5,8,8,8,8,5,8,5,5,5,5,5,5,8,5,5,0},
{0,5,8,5,5,5,5,8,5,5,5,5,5,8,5,8,5,5,8,5,5,5,5,8,5,5,5,5,5,5,8,5,5,0},
{0,5,8,8,8,8,5,8,8,8,8,5,5,8,8,8,5,5,8,8,8,8,5,8,8,8,8,5,5,8,8,8,5,0},
{0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,4,4,5,5,2,2,1,1,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0},
{0,0,0,0,0,0,0,0,0,4,4,5,5,2,2,1,1,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,0},
{0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,2,2,1,1,2,2,99,99,2,7,3,3,3,3,0},
{0,4,4,5,5,4,4,5,5,4,4,5,5,2,2,1,1,2,2,1,1,2,2,1,1,2,2,99,99,4,4,5,5,0},
{0,3,3,3,3,1,1,2,2,1,1,2,2,1,1,2,2,7,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0},
{0,4,4,5,5,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,4,4,5,5,4,4,5,5,4,4,5,5,0},
{0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0},
{0,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,2,2,1,1,4,4,5,5,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,2,2,1,1,4,4,5,5,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
